timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,grpThreads,allThreads,Latency,IdleTime
1538547954987,1,BeanShell Sampler - Attribute Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538547954988,1,BeanShell Sampler - Attribute Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538547954990,1,BeanShell Sampler - Attribute Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538547954991,1,BeanShell Sampler - Attribute Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538547954992,0,BeanShell Sampler - Attribute Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538547954992,1,BeanShell Sampler - Attribute Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538547954993,2,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538547954995,0,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538547954995,1,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538547954996,0,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538547954996,1,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538547954997,1,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538547954999,1,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538547955000,2,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538547955002,1,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538547955003,2,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538547955005,1,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538547955006,1,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538547955007,1,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538547955008,0,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538547955008,1,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538547955009,0,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538547955009,1,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538547955010,0,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538547955010,1,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538547955011,1,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538547954975,33,Transaction Controller (Load Data of Attribute and Tags for Save Article),200,"Number of samples in transaction : 41, number of failing samples : 0",Pre-loaded Data for Run Thread Group 1-1,,true,,0,1,1,0,4
1538547955012,30,Transaction Controller (Load Data of Attribute and Tags for Paramteric Search 2),200,"Number of samples in transaction : 26, number of failing samples : 0",Pre-loaded Data for Run Thread Group 1-1,,true,,0,1,1,0,3
1538547955045,22,Transaction Controller (Load Data of Attribute and Tags for Paramteric Search 3),200,"Number of samples in transaction : 26, number of failing samples : 0",Pre-loaded Data for Run Thread Group 1-1,,true,,0,1,1,0,3
1538547955079,242,/REST/login,200,,Process Thread Group 2-1,,true,,547,2,2,237,0
1538547955322,2,/REST/login,200,,Process Thread Group 2-1,,true,,215,2,2,2,0
1538547955324,2,BeanShell Sampler,200,OK,Process Thread Group 2-1,text,true,,0,2,2,0,0
1538547955274,125,/REST/login,200,,Process Thread Group 2-2,,true,,547,2,2,122,0
1538547955400,2,/REST/login,200,,Process Thread Group 2-2,,true,,215,2,2,2,0
1538547955403,1,BeanShell Sampler,200,OK,Process Thread Group 2-2,text,true,,0,2,2,0,0
1538547955491,97,/REST/login,200,,Process Thread Group 2-3,,true,,547,3,3,93,0
1538547955588,2,/REST/login,200,,Process Thread Group 2-3,,true,,215,3,3,2,0
1538547955591,1,BeanShell Sampler,200,OK,Process Thread Group 2-3,text,true,,0,3,3,0,0
1538547955687,102,/REST/login,200,,Process Thread Group 2-4,,true,,547,4,4,99,0
1538547955790,1,/REST/login,200,,Process Thread Group 2-4,,true,,215,4,4,1,0
1538547955791,1,BeanShell Sampler,200,OK,Process Thread Group 2-4,text,true,,0,4,4,0,0
1538547955906,111,/REST/login,200,,Process Thread Group 2-5,,true,,547,5,5,106,0
1538547956017,2,/REST/login,200,,Process Thread Group 2-5,,true,,215,5,5,2,0
1538547956019,1,BeanShell Sampler,200,OK,Process Thread Group 2-5,text,true,,0,5,5,0,0
1538547955326,703,Get Article for Save,200,,Process Thread Group 2-1,text,true,,84727,5,5,671,0
1538547955404,685,Get Article for Save,200,,Process Thread Group 2-2,text,true,,84727,5,5,654,0
1538547955592,739,Get Article for Save,200,,Process Thread Group 2-3,text,true,,84727,5,5,709,0
1538547955792,641,Get Article for Save,200,,Process Thread Group 2-4,text,true,,84727,5,5,609,0
1538547956020,642,Get Article for Save,200,,Process Thread Group 2-5,text,true,,84727,5,5,615,0
1538547956061,2562,Save call Article,200,,Process Thread Group 2-1,text,true,,84928,5,5,2529,0
1538547955324,3267,Transaction Controller - Save Article (case 5),200,"Number of samples in transaction : 3, number of failing samples : 0",Process Thread Group 2-1,,true,,169655,5,5,3200,33
1538547958624,0,BeanShell Sampler,200,OK,Process Thread Group 2-1,text,true,,0,5,5,0,0
1538547956112,2550,Save call Article,200,,Process Thread Group 2-2,text,true,,84928,5,5,2519,0
1538547955402,3236,Transaction Controller - Save Article (case 5),200,"Number of samples in transaction : 3, number of failing samples : 0",Process Thread Group 2-2,,true,,169655,5,5,3173,24
1538547958662,1,BeanShell Sampler,200,OK,Process Thread Group 2-2,text,true,,0,5,5,0,0
1538547958663,613,Get Article for Save,200,,Process Thread Group 2-2,text,true,,84874,5,5,583,0
1538547958625,651,Get Article for Save,200,,Process Thread Group 2-1,text,true,,84874,5,5,619,0
1538547956351,3181,Save call Article,200,,Process Thread Group 2-3,text,true,,85001,5,5,3150,0
1538547955591,3921,Transaction Controller - Save Article (case 5),200,"Number of samples in transaction : 3, number of failing samples : 0",Process Thread Group 2-3,,true,,169728,5,5,3859,21
1538547959532,0,BeanShell Sampler,200,OK,Process Thread Group 2-3,text,true,,0,5,5,0,0
1538547959533,573,Get Article for Save,200,,Process Thread Group 2-3,text,true,,84880,5,5,538,0
1538547956450,3709,Save call Article,200,,Process Thread Group 2-4,text,true,,85010,5,5,3677,0
1538547955791,4351,Transaction Controller - Save Article (case 5),200,"Number of samples in transaction : 3, number of failing samples : 0",Process Thread Group 2-4,,true,,169737,5,5,4286,17
1538547960158,1,BeanShell Sampler,200,OK,Process Thread Group 2-4,text,true,,0,5,5,0,0
1538547956684,4171,Save call Article,200,,Process Thread Group 2-5,text,true,,84984,5,5,4139,0
1538547956019,4814,Transaction Controller - Save Article (case 5),200,"Number of samples in transaction : 3, number of failing samples : 0",Process Thread Group 2-5,,true,,169711,5,5,4754,22
1538547960855,0,BeanShell Sampler,200,OK,Process Thread Group 2-5,text,true,,0,5,5,0,0
1538547960159,746,Get Article for Save,200,,Process Thread Group 2-4,text,true,,84857,5,5,720,0
1538547960856,554,Get Article for Save,200,,Process Thread Group 2-5,text,true,,84857,5,5,528,0
1538547959299,2312,Save call Article,200,,Process Thread Group 2-1,text,true,,84984,5,5,2282,0
1538547958623,2963,Transaction Controller - Save Article (case 5),200,"Number of samples in transaction : 3, number of failing samples : 0",Process Thread Group 2-1,,true,,169858,5,5,2901,25
1538547961611,1,BeanShell Sampler,200,OK,Process Thread Group 2-1,text,true,,0,5,5,0,0
1538547959294,2555,Save call Article,200,,Process Thread Group 2-2,text,true,,85032,5,5,2528,0
1538547958662,3169,Transaction Controller - Save Article (case 5),200,"Number of samples in transaction : 3, number of failing samples : 0",Process Thread Group 2-2,,true,,169906,5,5,3111,19
1538547961851,0,BeanShell Sampler,200,OK,Process Thread Group 2-2,text,true,,0,5,5,0,0
1538547961612,613,Get Article for Save,200,,Process Thread Group 2-1,text,true,,84898,5,5,581,0
1538547961852,626,Get Article for Save,200,,Process Thread Group 2-2,text,true,,84876,5,5,595,0
1538547960132,2427,Save call Article,200,,Process Thread Group 2-3,text,true,,85004,5,5,2395,0
1538547959532,3000,Transaction Controller - Save Article (case 5),200,"Number of samples in transaction : 3, number of failing samples : 0",Process Thread Group 2-3,,true,,169884,5,5,2933,27
1538547962559,1,BeanShell Sampler,200,OK,Process Thread Group 2-3,text,true,,0,5,5,0,0
1538547962560,621,Get Article for Save,200,,Process Thread Group 2-3,text,true,,84876,5,5,590,0
1538547960922,2528,Save call Article,200,,Process Thread Group 2-4,text,true,,85045,5,5,2491,0
1538547960158,3275,Transaction Controller - Save Article (case 5),200,"Number of samples in transaction : 3, number of failing samples : 0",Process Thread Group 2-4,,true,,169902,5,5,3211,18
1538547963451,0,BeanShell Sampler,200,OK,Process Thread Group 2-4,text,true,,0,5,5,0,0
1538547963452,596,Get Article for Save,200,,Process Thread Group 2-4,text,true,,84923,5,5,564,0
1538547961424,2782,Save call Article,200,,Process Thread Group 2-5,text,true,,85045,5,5,2755,0
1538547960855,3336,Transaction Controller - Save Article (case 5),200,"Number of samples in transaction : 3, number of failing samples : 0",Process Thread Group 2-5,,true,,169902,5,5,3283,16
1538547964207,0,BeanShell Sampler,200,OK,Process Thread Group 2-5,text,true,,0,5,5,0,0
1538547964207,682,Get Article for Save,200,,Process Thread Group 2-5,text,true,,84918,5,5,656,0
1538547962242,2740,Save call Article,200,,Process Thread Group 2-1,text,true,,85037,5,5,2707,0
1538547961611,3354,Transaction Controller - Save Article (case 5),200,"Number of samples in transaction : 3, number of failing samples : 0",Process Thread Group 2-1,,true,,169935,5,5,3288,17
1538547964983,2,BeanShell Sampler,200,OK,Process Thread Group 2-1,text,true,,0,5,5,0,0
1538547964985,615,Get Article for Save,200,,Process Thread Group 2-1,text,true,,84940,5,5,587,0
1538547962500,3385,Save call Article,200,,Process Thread Group 2-2,text,true,,85071,5,5,3347,0
1538547961850,4011,Transaction Controller - Save Article (case 5),200,"Number of samples in transaction : 3, number of failing samples : 0",Process Thread Group 2-2,,true,,169947,5,5,3942,24
1538547965886,0,BeanShell Sampler,200,OK,Process Thread Group 2-2,text,true,,0,5,5,0,0
1538547963201,2735,Save call Article,200,,Process Thread Group 2-3,text,true,,85071,5,5,2707,0
1538547962559,3357,Transaction Controller - Save Article (case 5),200,"Number of samples in transaction : 3, number of failing samples : 0",Process Thread Group 2-3,,true,,169947,5,5,3297,20
1538547965936,1,BeanShell Sampler,200,OK,Process Thread Group 2-3,text,true,,0,5,5,0,0
1538547965886,633,Get Article for Save,200,,Process Thread Group 2-2,text,true,,84947,5,5,602,0
1538547965937,597,Get Article for Save,200,,Process Thread Group 2-3,text,true,,84947,5,5,571,0
1538547964065,2772,Save call Article,200,,Process Thread Group 2-4,text,true,,85067,5,5,2739,0
1538547963451,3368,Transaction Controller - Save Article (case 5),200,"Number of samples in transaction : 3, number of failing samples : 0",Process Thread Group 2-4,,true,,169990,5,5,3303,18
1538547966837,1,BeanShell Sampler,200,OK,Process Thread Group 2-4,text,true,,0,5,5,0,0
1538547966838,584,Get Article for Save,200,,Process Thread Group 2-4,text,true,,84942,5,5,558,0
1538547964910,2686,Save call Article,200,,Process Thread Group 2-5,text,true,,85067,5,5,2658,0
1538547964207,3368,Transaction Controller - Save Article (case 5),200,"Number of samples in transaction : 3, number of failing samples : 0",Process Thread Group 2-5,,true,,169985,5,5,3314,21
1538547967597,0,BeanShell Sampler,200,OK,Process Thread Group 2-5,text,true,,0,5,5,0,0
1538547967598,559,Get Article for Save,200,,Process Thread Group 2-5,text,true,,84926,5,5,531,0
1538547965622,2815,Save call Article,200,,Process Thread Group 2-1,text,true,,85057,5,5,2779,0
1538547964983,3432,Transaction Controller - Save Article (case 5),200,"Number of samples in transaction : 3, number of failing samples : 0",Process Thread Group 2-1,,true,,169997,5,5,3366,22
1538547968438,1,BeanShell Sampler,200,OK,Process Thread Group 2-1,text,true,,0,5,5,0,0
1538547968439,665,Get Article for Save,200,,Process Thread Group 2-1,text,true,,84971,5,5,639,0
1538547966540,2734,Save call Article,200,,Process Thread Group 2-2,text,true,,85087,5,5,2701,0
1538547965886,3367,Transaction Controller - Save Article (case 5),200,"Number of samples in transaction : 3, number of failing samples : 0",Process Thread Group 2-2,,true,,170034,5,5,3303,21
1538547969276,0,BeanShell Sampler,200,OK,Process Thread Group 2-2,text,true,,0,5,5,0,0
1538547966554,2789,Save call Article,200,,Process Thread Group 2-3,text,true,,85076,5,5,2757,0
1538547965936,3387,Transaction Controller - Save Article (case 5),200,"Number of samples in transaction : 3, number of failing samples : 0",Process Thread Group 2-3,,true,,170023,5,5,3328,20
1538547969344,0,BeanShell Sampler,200,OK,Process Thread Group 2-3,text,true,,0,5,5,0,0
1538547969345,625,Get Article for Save,200,,Process Thread Group 2-3,text,true,,84946,5,5,594,0
1538547969276,715,Get Article for Save,200,,Process Thread Group 2-2,text,true,,84946,5,5,685,0
1538547967440,2656,Save call Article,200,,Process Thread Group 2-4,text,true,,85076,5,5,2626,0
1538547966837,3241,Transaction Controller - Save Article (case 5),200,"Number of samples in transaction : 3, number of failing samples : 0",Process Thread Group 2-4,,true,,170018,5,5,3184,17
1538547970097,0,BeanShell Sampler,200,OK,Process Thread Group 2-4,text,true,,0,5,5,0,0
1538547970098,587,Get Article for Save,200,,Process Thread Group 2-4,text,true,,84932,5,5,559,0
1538547968174,2848,Save call Article,200,,Process Thread Group 2-5,text,true,,85083,5,5,2820,0
1538547967597,3407,Transaction Controller - Save Article (case 5),200,"Number of samples in transaction : 3, number of failing samples : 0",Process Thread Group 2-5,,true,,170009,5,5,3351,18
1538547971022,0,BeanShell Sampler,200,OK,Process Thread Group 2-5,text,true,,0,5,5,0,0
1538547971023,764,Get Article for Save,200,,Process Thread Group 2-5,text,true,,84969,5,5,707,0
1538547969121,2806,Save call Article,200,,Process Thread Group 2-1,text,true,,85085,5,5,2778,0
1538547968438,3472,Transaction Controller - Save Article (case 5),200,"Number of samples in transaction : 3, number of failing samples : 0",Process Thread Group 2-1,,true,,170056,5,5,3417,17
1538547969985,2735,Save call Article,200,,Process Thread Group 2-3,text,true,,85077,4,4,2706,0
1538547969344,3360,Transaction Controller - Save Article (case 5),200,"Number of samples in transaction : 3, number of failing samples : 0",Process Thread Group 2-3,,true,,170023,4,4,3300,16
1538547970011,2718,Save call Article,200,,Process Thread Group 2-2,text,true,,85077,3,3,2679,0
1538547969276,3433,Transaction Controller - Save Article (case 5),200,"Number of samples in transaction : 3, number of failing samples : 0",Process Thread Group 2-2,,true,,170023,3,3,3364,20
1538547970703,2764,Save call Article,200,,Process Thread Group 2-4,text,true,,85077,2,2,2734,0
1538547970097,3351,Transaction Controller - Save Article (case 5),200,"Number of samples in transaction : 3, number of failing samples : 0",Process Thread Group 2-4,,true,,170009,2,2,3293,19
1538547971806,2259,Save call Article,200,,Process Thread Group 2-5,text,true,,85077,1,1,2226,0
1538547971022,3023,Transaction Controller - Save Article (case 5),200,"Number of samples in transaction : 3, number of failing samples : 0",Process Thread Group 2-5,,true,,170046,1,1,2933,20
1538548008908,1,BeanShell Sampler - Attribute Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008910,0,BeanShell Sampler - Attribute Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008910,1,BeanShell Sampler - Attribute Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008911,0,BeanShell Sampler - Attribute Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008911,1,BeanShell Sampler - Attribute Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008912,1,BeanShell Sampler - Attribute Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008913,0,BeanShell Sampler - Attribute Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008913,1,BeanShell Sampler - Attribute Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008914,0,BeanShell Sampler - Attribute Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008914,1,BeanShell Sampler - Attribute Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008915,1,BeanShell Sampler - Attribute Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008916,0,BeanShell Sampler - Attribute Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008916,1,BeanShell Sampler - Attribute Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008917,0,BeanShell Sampler - Attribute Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008917,1,BeanShell Sampler - Attribute Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008918,0,BeanShell Sampler - Attribute Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008919,0,BeanShell Sampler - Attribute Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008919,1,BeanShell Sampler - Attribute Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008920,0,BeanShell Sampler - Attribute Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008920,1,BeanShell Sampler - Attribute Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008921,2,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008923,0,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008923,1,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008924,1,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008925,0,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008925,1,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008926,0,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008926,1,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008927,0,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008927,1,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008928,1,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008929,0,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008929,1,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008930,0,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008930,1,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008931,0,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008932,0,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008932,1,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008933,0,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008933,1,BeanShell Sampler - Tag Save Article,200,OK,Pre-loaded Data for Run Thread Group 1-1,text,true,,0,1,1,0,0
1538548008907,23,Transaction Controller (Load Data of Attribute and Tags for Save Article),200,"Number of samples in transaction : 41, number of failing samples : 0",Pre-loaded Data for Run Thread Group 1-1,,true,,0,1,1,0,4
1538548008934,28,Transaction Controller (Load Data of Attribute and Tags for Paramteric Search 2),200,"Number of samples in transaction : 26, number of failing samples : 0",Pre-loaded Data for Run Thread Group 1-1,,true,,0,1,1,0,1
1538548008963,26,Transaction Controller (Load Data of Attribute and Tags for Paramteric Search 3),200,"Number of samples in transaction : 26, number of failing samples : 0",Pre-loaded Data for Run Thread Group 1-1,,true,,0,1,1,0,3
1538548009009,151,/REST/login,200,,Process Thread Group 2-1,,true,,547,1,1,144,0
1538548009161,2,/REST/login,200,,Process Thread Group 2-1,,true,,215,1,1,2,0
1538548009164,1,BeanShell Sampler,200,OK,Process Thread Group 2-1,text,true,,0,1,1,0,0
1538548009221,136,/REST/login,200,,Process Thread Group 2-2,,true,,547,2,2,132,0
1538548009358,1,/REST/login,200,,Process Thread Group 2-2,,true,,215,2,2,1,0
1538548009360,0,BeanShell Sampler,200,OK,Process Thread Group 2-2,text,true,,0,2,2,0,0
1538548009423,121,/REST/login,200,,Process Thread Group 2-3,,true,,547,3,3,118,0
1538548009544,2,/REST/login,200,,Process Thread Group 2-3,,true,,215,3,3,2,0
1538548009546,2,BeanShell Sampler,200,OK,Process Thread Group 2-3,text,true,,0,3,3,0,0
1538548009165,602,Get Article for Save,200,,Process Thread Group 2-1,text,true,,84953,4,4,572,0
1538548009626,189,/REST/login,200,,Process Thread Group 2-4,,true,,547,4,4,185,0
1538548009816,2,/REST/login,200,,Process Thread Group 2-4,,true,,215,4,4,2,0
1538548009818,1,BeanShell Sampler,200,OK,Process Thread Group 2-4,text,true,,0,4,4,0,0
1538548009838,113,/REST/login,200,,Process Thread Group 2-5,,true,,547,5,5,109,0
1538548009952,2,/REST/login,200,,Process Thread Group 2-5,,true,,215,5,5,2,0
1538548009954,1,BeanShell Sampler,200,OK,Process Thread Group 2-5,text,true,,0,5,5,0,0
1538548009361,681,Get Article for Save,200,,Process Thread Group 2-2,text,true,,84953,5,5,649,0
1538548009548,645,Get Article for Save,200,,Process Thread Group 2-3,text,true,,84953,5,5,614,0
1538548009819,590,Get Article for Save,200,,Process Thread Group 2-4,text,true,,84946,5,5,559,0
1538548009955,674,Get Article for Save,200,,Process Thread Group 2-5,text,true,,84946,5,5,640,0
1538548009782,2329,Save call Article,200,,Process Thread Group 2-1,text,true,,85058,5,5,2288,0
1538548009164,2932,Transaction Controller - Save Article (case 5),200,"Number of samples in transaction : 3, number of failing samples : 0",Process Thread Group 2-1,,true,,170011,5,5,2860,16
1538548012112,0,BeanShell Sampler,200,OK,Process Thread Group 2-1,text,true,,0,5,5,0,0
1538548012113,593,Get Article for Save,200,,Process Thread Group 2-1,text,true,,84939,5,5,566,0
1538548010058,2715,Save call Article,200,,Process Thread Group 2-2,text,true,,85058,5,5,2682,0
1538548009359,3396,Transaction Controller - Save Article (case 5),200,"Number of samples in transaction : 3, number of failing samples : 0",Process Thread Group 2-2,,true,,170011,5,5,3331,18
1538548012774,1,BeanShell Sampler,200,OK,Process Thread Group 2-2,text,true,,0,5,5,0,0
1538548012775,614,Get Article for Save,200,,Process Thread Group 2-2,text,true,,84969,5,5,583,0
1538548010214,3277,Save call Article,200,,Process Thread Group 2-3,text,true,,85091,5,5,3243,0
1538548009546,3924,Transaction Controller - Save Article (case 5),200,"Number of samples in transaction : 3, number of failing samples : 0",Process Thread Group 2-3,,true,,170044,5,5,3857,21
1538548013491,1,BeanShell Sampler,200,OK,Process Thread Group 2-3,text,true,,0,5,5,0,0
1538548013492,622,Get Article for Save,200,,Process Thread Group 2-3,text,true,,84939,5,5,590,0
1538548010432,4159,Save call Article,200,,Process Thread Group 2-4,text,true,,85070,5,5,4127,0
1538548009818,4750,Transaction Controller - Save Article (case 5),200,"Number of samples in transaction : 3, number of failing samples : 0",Process Thread Group 2-4,,true,,170016,5,5,4686,23
